Game,ID
"House of the Dead, The (Japan) (Rev A)",GS-9173   V1.003
"House of the Dead, The (USA)",MK-81802  V1.000
"Hudson Soft - New Soft Line Up for Sega Saturn (Japan)",6106540   V1.000
"Hyper 3-D Pinball (USA)",T-7015H   V1.000
"Hyper Duel (Japan)",T-1809G   V1.001
"Hyper Golf, The - Devil's Course (Japan)",T-2303H   V1.000
"Hyper Reverthion (Japan) (2M)",T-1803G   V1.002
"Hyper Securities S (Japan)",T-9105G   V5.000
"Ide Yousuke Meijin no Shin Jissen Mahjong (Japan) (2M)",T-1208G   V1.001
"Idol Janshi Suchie-Pai II (Japan) (Disc 1)",T-5705G   V1.001
"Idol Janshi Suchie-Pai II (Japan) (Disc 2) (Omake Disc)",T-5705G   V1.000
"Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 1)",T-5716G   V1.000
"Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 2)",T-5716G   V1.002
"Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 3)",T-5716G   V1.001
"Idol Janshi Suchie-Pai Remix (Japan)",T-5704G   V1.000
"Idol Janshi Suchie-Pai Secret Album (Japan)",T-5717G   V1.000
"Idol Janshi Suchie-Pai Special (Japan)",T-5701G   V1.001
"Idol Mahjong - Final Romance 2 (Japan)",T-16702G  V1.000
"Idol Mahjong - Final Romance 4 (Japan)",T-3003G   V1.060
"Idol Mahjong - Final Romance R (Japan)",T-16703G  V1.000
"Idol Mahjong - Final Romance R (Japan) (Kisekae Disc Kanzenban)",T-16705G  V1.000
"Idol Mahjong - Final Romance R (Japan) (Kisekae Disc)",T-16705G  V1.000
"Impact Racing (Europe)",T-6010H-50V1.200
"Impact Racing (Europe) (Demo)",T-6010H-50V1.200
"Impact Racing (Japan)",T-7307G   V1.002
"Impact Racing (USA)",T-8139H   V1.000
"In the Hunt (Europe)",T-10001G  V1.000
"In the Hunt (USA)",T-10001G  V1.000
"In the Hunt (USA) (Beta) (1996-04-11)",T-10001G  V1.000
"Incredible Hulk, The - The Pantheon Saga (Europe) (En,Fr,De,Es,It)",T-7905H50 V1.002
"Incredible Hulk, The - The Pantheon Saga (USA)",T-7905H   V1.003
"Independence Day - The Game (Europe) (En,Fr,De,Es,It,Sv)",T-16104H  V1.000
"Independence Day (USA)",T-16104H  V1.000
"International Victory Goal (Europe)",MK-81105  V1.005
"Ippatsu Gyakuten - Gambling King e no Michi (Japan)",T-29602G  V1.100
"Irem Arcade Classics (Japan)",T-22403G  V1.006
"Iron Man & X-O Manowar in Heavy Metal (Europe)",T-8119H-50V1.000
"Iron Man & X-O Manowar in Heavy Metal (Japan)",T-8115G   V1.000
"Iron Man & X-O Manowar in Heavy Metal (USA)",T-8119H   V1.000
"Iron Storm (USA)",T-12701H  V1.000
"Ishin no Arashi (Japan)",T-7645G   V1.000
"Isto E Zico - Zico no Kangaeru Soccer (Japan)",T-18802G  V1.000
"J. B. Harold - Blue Chicago Blues (Japan) (Disc 1)",T-5302G   V0.600
"J. B. Harold - Blue Chicago Blues (Japan) (Disc 2)",T-5302G   V0.600
"J.League Go Go Goal! (Japan)",T-3602G   V1.004
"J.League Jikkyou Honoo no Striker (Japan) (1M)",T-9528G   V1.000
"J.League Jikkyou Honoo no Striker (Japan) (2M)",T-9528G   V1.000
"J.League Pro Soccer Club o Tsukurou! (Japan)",GS-9034   V1.100
"J.League Pro Soccer Club o Tsukurou! (Japan) (Rev A)",GS-9034   V1.110
"J.League Pro Soccer Club o Tsukurou! (Japan) (Rev B)",GS-9034   V1.120
"J.League Pro Soccer Club o Tsukurou! 2 (Japan) (1M)",GS-9168   V1.007
"J.League Pro Soccer Club o Tsukurou! 2 (Japan) (2M)",GS-9168   V1.007
"J.League Pro Soccer Club o Tsukurou! 2 (Japan) (3M)",GS-9168   V1.007
"J.League Pro Soccer Club o Tsukurou! 2 (Japan) (4M)",GS-9168   V1.007
"J.League Pro Soccer Club o Tsukurou! 2 (Japan) (Rev C) (32M)",GS-9168   V1.015
"J.League Pro Soccer Club o Tsukurou! 2 (Japan) (Rev D) (41M)",GS-9168   V1.016
"J.League Victory Goal '96 (Japan) (1M, 3M)",GS-9048   V1.000
"J.League Victory Goal '96 (Japan) (2M)",GS-9048   V1.000
"J.League Victory Goal '97 (Japan)",GS-9140   V1.001
"Jantei Battle Cos-Player - Original Genga-shuu (Japan)",6106553   V1.000
"Jantei Battle Cos-Player (Japan) (Demo)",6106541   V1.004
"Jantei Battle Cos-Player (Japan) (Disc 1)",T-34601G  V1.004
"Jantei Battle Cos-Player (Japan) (Disc 2) (Making Disc)",T-34601G  V1.000
"Japan Super Bass Classic '96 (Japan)",T-18707G  V1.000
"Jewels of the Oracle (Europe) (En,Ja,Fr,De)",T-1503H-50V1.000
"Jewels of the Oracle (USA) (En,Ja,Fr,De) (Proto) (1996-10-11)",T-1503H   V1.001
"Jewels of the Oracle (USA) (En,Ja,Fr,De) (Proto) (1996-10-29)",T-1503H   V1.000
"Jikkyou Oshaberi Parodius - Forever with Me (Japan)",T-9513G   V1.040
"Jikkyou Powerful Pro Yakyuu '95 - Kaimakuban (Japan) (2M)",T-9502G   V3.000
"Jikkyou Powerful Pro Yakyuu S (Japan)",T-9523G   V1.200
"Jikuu Tantei DD (Dracula Detective) - Maboroshi no Lorelei (Japan) (Disc A)",T-2103G   V1.002
"Jikuu Tantei DD (Dracula Detective) - Maboroshi no Lorelei (Japan) (Disc B)",T-2103G   V1.002
"Jissen Mahjong (Japan)",T-15002G  V1.001
"Jissen Pachinko Hisshou-hou! Twin (Japan)",T-2407G   V1.003
"Jissen! Pachi-Slot Hisshou-hou! 3 (Japan)",T-2401G   V1.000
"Jissen! Pachi-Slot Hisshou-hou! 4 (Japan)",T-2406G   V1.000
"Jissen! Pachi-Slot Hisshou-hou! Iron Hook - The Great Marine Adventures (Japan)",T-2404G   V1.000
"Johnny Bazooka (Japan)",T-7302G   V1.000
"Johnny Bazookatone (Europe)",T-7909H50 V1.000
"Johnny Bazookatone (USA)",T-7909H   V1.000
"Jonah Lomu Rugby (Europe)",T-12003H50V1.100
"Jonah Lomu Rugby (France)",T-12003H09V1.100
"Joshikousei no Houkago... Pukunpa (Japan)",T-16802G  V1.000
"Junclassic C.C. & Rope Club (Japan) (2M)",T-11403G  V1.000
"Jung Rhythm (Japan)",T-16607G  V1.002
"Jungle Park - Saturn Shima (Japan) (Rev A)",T-18008G  V1.002
"K-1 Grand Prix - Fighting Illusion Shou (Japan)",T-26102G  V1.003
"Kaitei Daisensou (Japan)",T-15006G  V1.004
"Kaitou Saint Tail (Japan)",T-28201G  V1.010
"Kakinoki Shougi (Japan)",T-2104G   V1.000
"Kakyuusei (Japan) (Disc 1)",T-28002G  V1.002
"Kakyuusei (Japan) (Disc 2) (2M)",T-28002G  V1.002
"Kakyuusei (Japan) (Disc 3) (2M)",T-28002G  V1.002
"Kamen Rider - Sakusen File 1 (Japan)",T-14101G  V1.004
"Kanazawa Shougi (Japan) (1M)",T-16505G  V1.000
"Kanazawa Shougi (Japan) (2M)",T-16505G  V1.000
"Kanzen Chuukei Pro Yakyuu Greatest Nine (Japan) (Demo)",SG-9024   V1.000
"Kanzen Chuukei Pro Yakyuu Greatest Nine (Japan) (Rev A)",GS-9017   V1.009
"Kanzen Chuukei Pro Yakyuu Greatest Nine (Japan) (Rev B)",GS-9017   V1.010
"Keio Flying Squadron 2 (Europe)",T-6008H-50V1.000
"Keiou Yuugekitai - Katsugeki-hen (Japan)",T-6003G   V1.001
"Kekkon - Marriage - Zen'ya (Japan)",T-10502G  V1.200
"Kekkon - Marriage (Japan)",T-10501G  V1.200
"Keriotosse! (Japan)",T-30306G  V1.003
"Keriotosse! (Japan) (Demo)",6106885   V1.000
"Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 1)",GS-9195   V1.003
"Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 2)",GS-9195   V1.003
"Kidou Senkan Nadesico - Yappari Saigo wa Ai ga Katsu (Japan)",GS-9142   V1.003
"Kidou Senshi Gundam - Gihren no Yabou - Kouryaku Shireisho (Japan)",T-13333G  V1.000
"Kidou Senshi Gundam - Gihren no Yabou (Japan)",T-13327G  V1.003
"Kidou Senshi Z Gundam - Kouhen Uchuu o Kakeru (Japan)",T-13320G  V1.000
"Kidou Senshi Z Gundam - Zenpen Zeta no Kodou (Japan)",T-13315G  V1.002
"Kindaichi Shounen no Jikenbo - Hoshimitou Kanashimi no Fukushuuki (Japan)",T-14315G  V1.002
"King of Boxing, The (Japan)",T-6001G   V1.010
"King of Fighters '95, The (Europe)",MK-81088  V1.001
"King of Fighters '95, The (Japan) (1M)",T-3101G   V1.000
"King of Fighters '95, The (Japan) (2M)",T-3101G   V1.000
"King of Fighters '95, The (Japan) (3M)",T-3101G   V1.000
"King of Fighters '96, The (Japan) (1M)",T-3108G   V1.001
"King of Fighters '96, The (Japan) (4M, 5M)",T-3108G   V1.001
"King of Fighters '97, The (Japan)",T-3121G   V1.001
"Kiss yori... (Japan)",T-19723G  V1.005
"Kiss yori... (Japan) (Rev A)",T-19724G  V2.001
"Kisuishou Densetsu Astal (Japan) (1M, 4M)",GS-9019   V1.006
"Kisuishou Densetsu Astal (Japan) (3A)",GS-9019   V1.006
"Kochira Katsushikaku Kameari Kouenmae - Hashutsujo - Nakagawa Land Dai-Race! no Maki (Japan)",T-13319G  V1.002
"Kochira Katsushikaku Kameari Kouenmae - Hashutsujo - Nakagawa Land Dai-Race! no Maki (Japan) (Satakore)",T-13332G  V1.000
"Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 1) (Joukan)",T-14312G  V1.000
"Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 2) (Gekan)",T-14312G  V1.000
"Koi no Summer Fantasy - in Miyazaki Seagaia (Japan)",T-23407G  V1.002
"Konami Antiques - MSX Collection Ultra Pack (Japan) (2M)",T-9530G   V1.000
"Koudou Saisoku Densetsu - Initial D (Japan)",T-25503G  V1.003
"Kouryuu Sangoku Engi (Japan)",T-26104G  V1.007
"Koutetsu Reiiki - Steeldom (Japan) (2M)",T-1805G   V1.001
"Krazy Ivan (Europe)",T-11305H  V1.150
"Krazy Ivan (Germany)",T-11305H  V1.000
"Krazy Ivan (Japan)",T-18605G  V1.000
"Kumitate Battle Kuttu Ketto (Japan)",T-1813G   V1.001
"Kunoichi Torimonochou (Japan)",T-6803G   V1.002
"Kuro no Danshou - The Literary Fragment (Japan) (2M)",T-21203G  V1.000
"Kuro no Danshou - The Literary Fragment (Japan) (3M)",T-21203G  V1.000
"Kurubushi Kyoudai Gekijou Dai-ikkan - Mahjong-hen (Japan) (2M)",T-21803G  V1.002
"Kururin Pa! (Japan)",T-24201G  V1.000
"Kuusou Kagaku Sekai Gulliver Boy (Japan) (Disc 1)",T-14303G  V1.000
"Kuusou Kagaku Sekai Gulliver Boy (Japan) (Disc 2)",T-14303G  V1.000
"Kyuukyoku Tiger II Plus (Japan)",T-18715G  V1.000
"Kyuutenkai (Japan)",T-1801G   V1.005
"Langrisser - Dramatic Edition (Japan) (1M)",T-2507G   V1.003
"Langrisser - Dramatic Edition (Japan) (2M)",T-2507G   V1.003
"Langrisser III (Japan) (1M)",T-2502G   V1.000
"Langrisser III (Japan) (3M)",T-2502G   V1.000
"Langrisser III (Japan) (Rev A) (5M)",T-2502G   V1.010
"Langrisser III (Japan) (Rev A) (7M)",T-2502G   V1.010
"Langrisser IV (Japan) (1M, 3M)",T-2505G   V1.005
"Langrisser V - The End of Legend (Japan) (1M)",T-2509G   V1.004
"Langrisser V - The End of Legend (Japan) (3M)",T-2509G   V1.004
"Last Bronx (Europe)",MK-81078  V1.001
"Last Bronx (Japan) (Disc 1) (Arcade Disc)",GS-9152   V1.112
"Last Bronx (Japan) (Disc 2) (Special Disc)",GS-9152   V1.113
"Last Bronx (USA)",MK-81078  V1.003
"Last Gladiators - Digital Pinball (USA) (3S)",T-4804H   V1.000
"Last Gladiators - Digital Pinball (USA) (4S)",T-4804H   V1.000
"Layer Section (Japan) (3M)",T-1101G   V1.001
"Layer Section (Japan) (6M)",T-1101G   V1.001
"Layer Section (Japan) (Rev A) (11M)",T-1101G   V1.002
"Layer Section II (Japan)",T-26409G  V1.000
"Layer Section II (Japan) (Demo)",610-6727  V0.110
"Legend of Heroes I & II, The - Eiyuu Densetsu (Japan)",T-37101G  V1.006
"Legend of K-1 - Grand Prix '96 (Japan)",T-7503G   V1.003
"Legend of K-1 - The Best Collection (Japan)",T-7501G   V1.003
"Legend of Oasis, The (USA)",MK-81302  V1.002
"LifeScape - Seimei 40 Okunen Haruka na Tabi (Japan) (Disc 1) (Aquasphere) (4M)",T-26405G  V1.004
"LifeScape - Seimei 40 Okunen Haruka na Tabi (Japan) (Disc 2) (Landsphere) (3M)",T-26405G  V1.005
"LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai (Japan)",T-26411G  V1.001
"Linda^3 Kanzenban (Japan)",T-2112G   V1.002
"Linkle Liver Story (Japan)",GS-9055 V1.05   
"Loaded (Europe) (En,Fr,De)",T-12301H  V1.001
"Loaded (Europe) (En,Fr,De) (Alt)",T-12301H  V1.001
"Loaded (USA) (En,Fr)",T-12519H  V1.000
"Lode Runner - The Legend Returns (Japan)",T-25101G  V1.000
"Lode Runner Extra (Japan)",T-25103G  V1.000
"Logic Puzzle Rainbow Town (Japan)",T-4303G   V1.003
"Lost Vikings 2 - Norse by Norsewest (Europe) (En,Fr,De)",T-12521H50V1.1  
"Lost World, The - Jurassic Park (Europe)",MK-81065  V1.001
"Lost World, The - Jurassic Park (Japan)",GS-9162   V1.002
"Lost World, The - Jurassic Park (USA)",MK-81065  V1.016
"Lovely Pop 2 in 1 - Jan Jan Koi Shimasho (Japan)",T-5801G   V1.002
"LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan)",GS-9118   V1.013
"Lunacy (USA) (Disc 1)",T-14403H  V1.002
"Lunacy (USA) (Disc 2)",T-14403H  V1.002
"Lunar - Silver Star Story (Japan)",T-27901G  V1.05 
"Lunar - Silver Star Story (Japan) (Demo)",ST-27901G V1.000
"Lunar - Silver Star Story Complete (Japan)",T-27904G  V1.00 
"Lunar 2 - Eternal Blue (Japan) (Disc 1)",T-27906G  V1.002
"Lunar 2 - Eternal Blue (Japan) (Disc 2)",T-27906G  V1.002
"Lupin Sansei - Pyramid no Kenja (Japan)",T-2004G   V1.000
"Lupin the 3rd - The Master File (Japan)",T-18801G  V1.04 
"Lupin the 3rd Chronicles (Japan) (Disc 1)",T-18804G  V1.400
"Lupin the 3rd Chronicles (Japan) (Disc 2)",T-18804G  V1.400
"m [emu] - Kimi o Tsutaete (Japan) (2M)",T-31202G  V1.002
"Maboroshi no Black Bass (Japan)",T-25303G  V1.000
"Machi (Japan) (Demo) (1M)",6106777   V1.001
"Machi (Japan) (Demo) (2M)",6106777   V1.001
"Machi (Japan) (Demo) (4M)",6106777   V1.001
"Machine Head (USA)",T-7914H   V1.000
"Madden NFL 97 (Europe)",T-5010H   V1.000
"Madden NFL 97 (USA)",T-5010H   V1.000
"Madden NFL 98 (Europe)",T-5024H   V1.000
"Madden NFL 98 (USA)",T-5024H   V1.000
"Madou Monogatari (Japan)",T-6607G   V1.003
"Magic Carpet (Europe) (En,Fr,De,Es,Sv)",T-5006H   V1.000
"Magic Carpet (Japan)",T-10611G  V1.000
"Magic Carpet (USA)",T-5006H   V1.000
"Magic Knight Rayearth (Japan) (4M)",GS-9018   V1.007
"Magic Knight Rayearth (Japan) (Genteiban) (1M)",GS-9018   V1.006
"Magic Knight Rayearth (Japan) (Genteiban) (2M, 3M)",GS-9018   V1.006
"Magic Knight Rayearth (USA)",T-12706H  V1.000
"Magical Drop (Japan)",T-1304G   V1.002
"Magical Drop (Japan) (Demo)",T-1304G   V0.000
"Magical Drop 2 (Japan)",GS-9104   V1.005
"Magical Drop III - Toretate Zoukan-gou! (Japan) (2M)",T-1313G   V1.005
"Magical Drop III - Toretate Zoukan-gou! (Japan) (Demo) (1M)",6106569   V1.002
"Magical Drop III - Toretate Zoukan-gou! (Japan) (Demo) (2M)",6106569   V1.002
"Magical Hoppers (Japan)",T-13316G  V1.056
"Magical Night Dreams - Cotton 2 (Japan)",T-9904G   V1.001
"Magical Night Dreams - Cotton Boomerang (Japan)",T-9906G   V1.001
"Mahjong Doukyuusei Special (Japan)",T-25301G  V1.004
"Mahjong Doukyuusei Special (Japan) (Disc 1) (Shokai Genteiban)",T-25302G1 V1.004
"Mahjong Doukyuusei Special (Japan) (Disc 2) (Portrait CD) (Shokai Genteiban)",T-25302G2 V1.003
"Mahjong Gakuensai (Japan)",T-25304G  V1.000
"Mahjong Gakuensai (Japan) (Disc 1) (Shokai Genteiban)",T-25305G1 V1.000
"Mahjong Gakuensai (Japan) (Disc 2) (Seiyuu Interview Hi CD) (Shokai Genteiban)",T-25305G2 V1.000
"Mahjong Gakuensai DX - Zenjitsu ni Matsuwaru Funsenki (Japan)",T-25306G  V1.002
"Mahjong Ganryuujima (Japan) (4M)",T-2101G   V1.010
"Mahjong Gokuu Tenjiku (Japan)",T-10601G  V1.004
"Mahjong Hyper Reaction R (Japan)",T-2402G   V1.000
"Mahjong Kaigan Monogatari - Mahjong-kyou Jidai Sexy Idol-hen (Japan) (2M)",T-2201G   V1.000
"Mahjong Kaigan Monogatari - Mahjong-kyou Jidai Sexy Idol-hen (Japan) (Demo)",T-2201G   V1.004
"Mahjong Taikai II Special (Japan) (2M)",T-7621G   V1.000
"Mahjong Taikai II Special (Japan) (Rev A) (10M)",T-7621G   V1.100
"Mahjong Tenshi - Angel Lips (Japan)",T-27001G  V1.020
"Mahjong Yon Shimai - Wakakusa Monogatari (Japan)",T-18704G  V1.002
"Mahjong-kyou Jidai Cebu Island '96 (Japan) (Disc 1)",T-2204G   V1.000
"Mahjong-kyou Jidai Cebu Island '96 (Japan) (Disc 2) (Omake Disk)",T-2204G   V1.000
"Mahjong-kyou Jidai Cogal Houkago-hen (Japan)",T-2203G   V1.000
"Mahou Gakuen Lunar! (Japan) (1M)",T-27902G  V2.000
"Mahou Gakuen Lunar! (Japan) (2M)",T-27902G  V2.000
"Mahou no Janshi - Poe Poe Poemy (Japan) (2M)",T-15004G  V1.000
"Mahou Shoujo Pretty Samy - Heart no Kimochi (Japan)",T-20112G  V1.000
"Mahou Shoujo Pretty Samy - Osorubeshi Shintai Sokutei! Kakubakuhatsu 5-Byou-mae!! (Japan)",T-20110G  V1.000
"Mahoutsukai ni Naru Houhou (Japan)",T-32510G  V1.001
"Mainichi Kawaru Quiz Bangumi - Quiz 365 (Japan)",T-21201G  V1.001
"Manoir des Ames Perdues, Le (France)",MK-81012  V1.010
"Mansion de las Almas Ocultas, La (Spain)",MK-81012  V1.011
"Mansion of Hidden Souls, The (Europe) (1S)",MK-81012  V1.009
"Mansion of Hidden Souls, The (Europe) (4S)",MK-81012  V1.009
"Mansion of Hidden Souls, The (USA)",MK-81012  V1.006
"Manx TT SuperBike (Europe)",MK-81210  V1.000
"Manx TT SuperBike (Japan)",GS-9102   V1.001
"Manx TT SuperBike (USA)",MK-81210  V1.001
"Maria - Kimi-tachi ga Umareta Wake (Japan) (Demo)",6106800   V1.000
"Maria - Kimi-tachi ga Umareta Wake (Japan) (Disc 1)",T-36302G  V1.000
"Maria - Kimi-tachi ga Umareta Wake (Japan) (Disc 2)",T-36302G  V1.000
"Marica - Shinjitsu no Sekai (Japan)",T-6008G   V1.004
"Marie no Atelier Ver. 1.3 - Salburg no Renkinjutsushi (Japan)",T-15033G  V1.000
"Mario Mushano no Chou Shougi Juku - Mario Mushano's Hyper Shogi School (Japan)",T-24905G  V1.000
"Marvel Super Heroes (Europe)",T-7032H-50V1.000
"Marvel Super Heroes (Japan)",T-1215G   V1.003
"Marvel Super Heroes (Japan) (Demo)",6106664   V1.000
"Marvel Super Heroes (USA)",T-1214H   V1.001
"Marvel Super Heroes vs. Street Fighter (Japan)",T-1238G   V1.000
"Mass Destruction - Otousan ni mo Dekiru Soft (Japan)",T-18007G  V1.002
"Mass Destruction (Europe) (En,Fr,De,Es)",MK-81089  V1.200
"Mass Destruction (USA)",T-18007H  V1.000
"Master of Monsters - Neo Generations (Japan)",T-6301G   V1.003
"Masters - Harukanaru Augusta 3 (Japan) (2M)",T-11401G  V1.000
"Matsukata Hiroki no World Fishing (Japan)",T-24801G  V1.004
"Maximum Force (Europe)",T-25417H  V1.000
"Maximum Force (USA)",T-9707H   V1.000
"Mechanical Violator Hakaider - Last Judgement (Japan)",GS-9088   V1.001
"MechWarrior 2 - 31st Century Combat - Arcade Combat Edition (Europe)",T-13004H  V1.000
"MechWarrior 2 - 31st Century Combat - Arcade Combat Edition (USA)",T-13004H  V1.000
"MechWarrior 2 (Japan)",T-23406G  V1.002
"MediaROMancer - DA - Daisuke Asakura (Japan)",T-25001G  V1.000
"Mega Man 8 (USA)",T-1216H   V1.000
"Mega Man X3 (Europe)",T-7029H-50V1.000
"Mega Man X4 (USA)",T-1219H   V1.001
"MeltyLancer - Ginga Shoujo Keisatsu 2086 (Japan)",T-15016G  V1.002
"MeltyLancer - Re-inforce (Japan) (Demo)",6106905   V1.001
"MeltyLancer - Re-inforce (Japan) (Disc 1)",T-15038G  V1.001
"MeltyLancer - Re-inforce (Japan) (Disc 2)",T-15038G  V1.001
"MeltyLancer - Re-inforce (Japan) (Disc 3)",T-15038G  V1.001
"Message Navi (Japan)",T-4401G   V1.000
"Message Navi (Japan) (Demo)",6106728   V0.003
"Message Navi Vol. 2 (Japan)",T-4404G   V1.002
"Metal Black (Japan) (1M)",T-19902G  V1.000
"Metal Black (Japan) (3M)",T-19902G  V1.000
"Metal Fighter Miku (Japan)",T-6002G   V1.000
"Metal Slug - Super Vehicle-001 (Japan)",T-3111G   V1.002
"Metal Slug - Super Vehicle-001 (Japan) (Rev A)",T-3111G   V1.005
"Mezase Idol Star!! Natsuiro Memories - Mahjong-hen (Japan) (2M)",T-31001G  V1.002
"Mighty Hits (Europe)",MK-81087  V1.000
"Mighty Hits (Japan)",T-16604G  V1.002
"Minakata Hakudou Toujou (Japan) (Disc 1) (2M)",T-14414G  V1.000
"Minakata Hakudou Toujou (Japan) (Disc 2)",T-14414G  V1.000
"Minami no Shima ni Buta ga Ita - Lucas no Daibouken (Japan) (2M)",T-27101G  V1.003
"Minnesota Fats - Pool Legend (USA) (R)",T-1302H   V1.000
"Minton Keibu no Sousa File - Doukeshi Satsujin Jiken (Japan)",T-5307G   V1.002
"Mizubaku Daibouken (Japan)",T-19910G  V1.001
"Mizuki Shigeru no Youkai Zukan Soushuuhen (Japan)",T-25506G  V1.005
"Mobile Suit Gundam (Japan)",T-13303G  V1.000
"Mobile Suit Gundam (Japan) (Rev A)",T-13303G  V1.300
"Mobile Suit Gundam Side Story - Optional Guide (Japan)",T-13318G  V1.001
"Mobile Suit Gundam Side Story I - Senritsu no Blue (Japan)",T-13306G  V1.000
"Mobile Suit Gundam Side Story I - Senritsu no Blue (Japan) (Demo)",T-13306G  V1.000
"Mobile Suit Gundam Side Story II - Ao o Uketsugu Mono (Japan)",T-13309G  V1.000
"Mobile Suit Gundam Side Story III - Sabakareshi Mono (Japan)",T-13312G  V1.000
"Moero!! Pro Yakyuu '95 - Double Header (Japan)",T-5703G   V1.003
"Mogitate SegaSaturn - Special Movie (Japan) (2M)",6106929   V1.000
"Mogitate SegaSaturn Vol. 2 (Japan)",610680502 V1.002
"Mogitate SegaSaturn Vol. 3 (Japan)",610680503 V1.000
"Mogitate SegaSaturn Vol. 4 (Japan)",610680504 V1.000
"Mogitate SegaSaturn Vol. 5 (Japan)",610680505 V1.000
"Mogitate SegaSaturn Vol. 6 (Japan)",610680506 V1.001
"Momotarou Douchuuki (Japan) (1M)",T-14309G  V1.001
"Momotarou Douchuuki (Japan) (2M)",T-14309G  V1.001
"Momotarou Douchuuki (Japan) (Rev A) (11M)",T-14309G  V2.000
"Monster Slider (Japan)",T-27302G  V1.002
"Monster Slider (Japan) (Demo)",610-6537  V1.000
"Moon Cradle (Japan) (Disc 1)",T-9109G   V1.001
"Moon Cradle (Japan) (Disc 2)",T-9109G   V1.001
"Moon Cradle (Japan) (Disc 3)",T-9109G   V1.001
"Mortal Kombat II (Europe)",T-8103H-50V1.000
"Mortal Kombat II (USA)",T-8103H   V1.000
"Mortal Kombat II Kanzenban (Japan) (4S)",T-8107G   V1.000
"Mortal Kombat Trilogy (Europe)",T-25414H50V1.000
"Mortal Kombat Trilogy (USA)",T-9704H   V1.000
"Motteke Tamago with Ganbare! Kamonohashi (Japan)",T-18712G  V1.003
"Mouja (Japan)",T-7010G   V1.002
"Mouri Motonari - Chikai no Sanshi (Japan)",T-7646G   V1.000
"Mr. Bones (Europe) (Disc 1)",MK-81016  V1.000
"Mr. Bones (Europe) (Disc 2)",MK-81016  V1.000
"Mr. Bones (Japan) (Demo)",GS-9127   V1.001
"Mr. Bones (Japan) (Disc 1)",GS-9127   V1.001
"Mr. Bones (Japan) (Disc 2)",GS-9127   V1.001
"Mr. Bones (USA) (Disc 1)",MK-81016  V1.000
"Mr. Bones (USA) (Disc 2)",MK-81016  V1.000
"Mujintou Monogatari R - Futari no Love Love Island (Japan)",T-28901G  V1.001
"Murakoshi Seikai no Bakuchou Nihon Rettou (Japan)",T-9115G   V1.001
"My Best Friends - St. Andrew Jogakuin-hen (Japan)",T-14404G  V1.200
"My Dream - On Air ga Matenakute (Japan) (Disc 1)",T-21303G  V1.004
"My Dream - On Air ga Matenakute (Japan) (Disc 2)",T-21303G  V1.004
"Myst (Europe) (En,Fr,De,Es)",MK-81081  V1.100
"Myst (Japan)",T-1501G   V1.050
"Myst (Japan) (Rev A)",T-1501G   V1.100
"Myst (Korea)",T-26801H08V1.000
"Myst (Taiwan)",T-26801H08V1.000
"Myst (USA)",T-8101H   V1.001
"Mystaria - The Realms of Lore (Europe)",MK-81300  V1.000
"Mystaria - The Realms of Lore (USA)",MK-81300  V1.000
"Mystery Mansion - Das Haus der verlorenen Seelen (Germany)",MK-81012  V1.009
"Nanatsu Kaze no Shima Monogatari (Japan) (Disc 1)",T-35501G  V1.001
"Nanatsu Kaze no Shima Monogatari (Japan) (Disc 2) (Premium CD)",T-35501G  V1.002
"Nanatsu no Hikan (Japan) (Demo)",ST-7616G  V1.000
"Nanatsu no Hikan (Japan) (Disc 1) (1M)",T-7616G   V1.001
"Nanatsu no Hikan (Japan) (Disc 1) (2M)",T-7616G   V1.001
"Nanatsu no Hikan (Japan) (Disc 2) (1M)",T-7616G   V1.001
"Nanatsu no Hikan (Japan) (Disc 2) (2M)",T-7616G   V1.001
"Nanatsu no Hikan (Japan) (Disc 3) (1M, 2M)",T-7616G   V1.001
"NASCAR 98 (Europe)",T-5028H   V1.000
"NASCAR 98 (France)",T-5028H   V1.000
"NASCAR 98 (Germany)",T-5028H   V1.000
"NASCAR 98 (USA)",T-5028H   V1.000
"NBA Action (Europe)",MK81103-50V1.026
"NBA Action (USA)",MK-81103  V1.026
"NBA Action 98 (Europe)",MK-81124  V1.007
"NBA Action 98 (USA)",MK-81124  V1.005
"NBA Jam - Tournament Edition (Europe)",T-8102H-50V1.000
"NBA Jam - Tournament Edition (Japan) (4S)",T-8102G   V1.000
"NBA Jam - Tournament Edition (USA) (3S)",T-8102H   V1.000
"NBA Jam Extreme (Europe)",T-8120H-50V1.000
"NBA Jam Extreme (Japan)",T-8122G   V1.000
"NBA Jam Extreme (USA)",T-8120H   V1.000
